,itemID,userID,reviewerID,asin
20568,441,2711,A3P738KVXL2YYM,B002M835HI
20569,490,2711,A3P738KVXL2YYM,B002NU5ND4
20571,971,2711,A3P738KVXL2YYM,B00347A85S
20572,1595,2711,A3P738KVXL2YYM,B002R0BFAA
20573,27,2880,AY6A8KPYCE6B0,B002M8177I
20576,213,2880,AY6A8KPYCE6B0,B00CWZHA6S
20579,287,2880,AY6A8KPYCE6B0,B004YGBIVQ
20581,477,2880,AY6A8KPYCE6B0,B003WP2UOY
20582,490,2880,AY6A8KPYCE6B0,B002NU5ND4
20583,494,2880,AY6A8KPYCE6B0,B004H3XKR6
20584,515,2880,AY6A8KPYCE6B0,B0039N3QO2
20585,544,2880,AY6A8KPYCE6B0,B004FQRW9W
20586,559,2880,AY6A8KPYCE6B0,B00CO8KZHY
20588,645,2880,AY6A8KPYCE6B0,B0006SV7Q2
20589,742,2880,AY6A8KPYCE6B0,B0050MRBLO
20590,819,2880,AY6A8KPYCE6B0,B0046TRL0I
20592,894,2880,AY6A8KPYCE6B0,B00EVC942I
20595,1047,2880,AY6A8KPYCE6B0,B00FTG73SC
20596,1120,2880,AY6A8KPYCE6B0,B0039MZZGK
20597,1230,2880,AY6A8KPYCE6B0,B00006ICDC
20598,1315,2880,AY6A8KPYCE6B0,B00EYNLXRI
20599,1333,2880,AY6A8KPYCE6B0,B002VWJWR2
20600,1993,2880,AY6A8KPYCE6B0,B002FGUDBS
20601,2284,2880,AY6A8KPYCE6B0,B002ONB4GA
20602,27,2976,A1T61QP7QHYBRQ,B002M8177I
20603,32,2976,A1T61QP7QHYBRQ,B002K9M8RC
20607,92,2976,A1T61QP7QHYBRQ,B0011EK90K
20608,106,2976,A1T61QP7QHYBRQ,B001PV36V8
20609,123,2976,A1T61QP7QHYBRQ,B0026ICM1E
20611,183,2976,A1T61QP7QHYBRQ,B002XYO84U
20612,269,2976,A1T61QP7QHYBRQ,B003MVPQN0
20613,272,2976,A1T61QP7QHYBRQ,B0035FX5MC
20614,388,2976,A1T61QP7QHYBRQ,B002K9KEKK
20616,477,2976,A1T61QP7QHYBRQ,B003WP2UOY
20617,544,2976,A1T61QP7QHYBRQ,B004FQRW9W
20619,727,2976,A1T61QP7QHYBRQ,B00007FGS5
20620,733,2976,A1T61QP7QHYBRQ,B00004Z498
20621,779,2976,A1T61QP7QHYBRQ,B0039N7EOA
20622,897,2976,A1T61QP7QHYBRQ,B002L3XJ3Y
20624,973,2976,A1T61QP7QHYBRQ,B000SHR71A
20626,1111,2976,A1T61QP7QHYBRQ,B001MS6ROW
20627,1182,2976,A1T61QP7QHYBRQ,B009ZNEUD6
20628,27,3004,A2BZCHIDR5FTYA,B002M8177I
20629,51,3004,A2BZCHIDR5FTYA,B002M7W098
20631,75,3004,A2BZCHIDR5FTYA,B002M7XXZ8
20632,168,3004,A2BZCHIDR5FTYA,B002M7XXAI
20634,445,3004,A2BZCHIDR5FTYA,B00D460T5I
20635,490,3004,A2BZCHIDR5FTYA,B002NU5ND4
20637,1230,3004,A2BZCHIDR5FTYA,B00006ICDC
20638,27,3297,APKNBK1Q27R91,B002M8177I
20639,174,3297,APKNBK1Q27R91,B000V9A0Q4
20640,226,3297,APKNBK1Q27R91,B002M83WRG
20641,480,3297,APKNBK1Q27R91,B004VJSEZ4
20642,843,3297,APKNBK1Q27R91,B006I2H0HU
20644,1355,3297,APKNBK1Q27R91,B003JQLHEA
20645,1978,3297,APKNBK1Q27R91,B005G1BCPK
20646,27,3478,AVHN134ADVP4R,B002M8177I
20649,68,3478,AVHN134ADVP4R,B00006IF2B
20651,208,3478,AVHN134ADVP4R,B004VJSEPO
20652,270,3478,AVHN134ADVP4R,B00006IF1F
20653,303,3478,AVHN134ADVP4R,B005JYUK7K
20654,457,3478,AVHN134ADVP4R,B004FY6VSC
20655,516,3478,AVHN134ADVP4R,B0006HUQ9M
20656,787,3478,AVHN134ADVP4R,B004VJSFBC
20657,920,3478,AVHN134ADVP4R,B001P80ERA
20658,937,3478,AVHN134ADVP4R,B002JG0VT8
20660,1129,3478,AVHN134ADVP4R,B000JE77SU
20662,1848,3478,AVHN134ADVP4R,B0001DU6RS
20663,27,3497,AOP41SVJTXNBN,B002M8177I
20664,72,3497,AOP41SVJTXNBN,B002K9M7MS
20667,1370,3497,AOP41SVJTXNBN,B0007OEE7E
20668,1389,3497,AOP41SVJTXNBN,B0006HX54U
20669,1962,3497,AOP41SVJTXNBN,B001R4OJT6
20671,127,248,AB399AECXCDT8,B00DUJ24M0
20672,249,248,AB399AECXCDT8,B00CWY2KFU
20673,515,248,AB399AECXCDT8,B0039N3QO2
20674,616,248,AB399AECXCDT8,B001A3QCEY
20675,626,248,AB399AECXCDT8,B00AVWKUJI
20676,737,248,AB399AECXCDT8,B00C2ATAKC
20677,764,248,AB399AECXCDT8,B00COHALXI
20678,1029,248,AB399AECXCDT8,B004SPPRR4
20681,53,1096,AY1I85LLDMETC,B0039N3QFQ
20682,125,1096,AY1I85LLDMETC,B003VQ8SCW
20687,404,1096,AY1I85LLDMETC,B002M7W19C
20688,435,1096,AY1I85LLDMETC,B001OHWSBM
20689,444,1096,AY1I85LLDMETC,B006JKQMC0
20691,530,1096,AY1I85LLDMETC,B00COHAJXA
20692,651,1096,AY1I85LLDMETC,B00FW6S3P6
20693,700,1096,AY1I85LLDMETC,B00G2UD2P2
20694,886,1096,AY1I85LLDMETC,B003OCQOLA
20695,973,1096,AY1I85LLDMETC,B000SHR71A
20701,103,1527,A199FRO0YFMGED,B004O49F7M
20702,113,1527,A199FRO0YFMGED,B00347A8GM
20704,134,1527,A199FRO0YFMGED,B0060J6AN6
20705,171,1527,A199FRO0YFMGED,B008587M7I
20706,487,1527,A199FRO0YFMGED,B003FHBPRM
20708,614,1527,A199FRO0YFMGED,B002R5ARLI
20709,706,1527,A199FRO0YFMGED,B005IIR8HM
20710,742,1527,A199FRO0YFMGED,B0050MRBLO
20711,971,1527,A199FRO0YFMGED,B00347A85S
20714,45,1557,A1FWFCJU2G7TRA,B0091UBCAW
20715,69,1557,A1FWFCJU2G7TRA,B002K9GOPE
20716,323,1557,A1FWFCJU2G7TRA,B00006IFKW
20717,364,1557,A1FWFCJU2G7TRA,B00ATZJ746
20718,490,1557,A1FWFCJU2G7TRA,B002NU5ND4
20719,645,1557,A1FWFCJU2G7TRA,B0006SV7Q2
20720,889,1557,A1FWFCJU2G7TRA,B0000C0CJQ
20721,894,1557,A1FWFCJU2G7TRA,B00EVC942I
20723,996,1557,A1FWFCJU2G7TRA,B0091Y07Y0
20724,1261,1557,A1FWFCJU2G7TRA,B004HY63Z6
20726,32,2414,A3H7NPNDMGLOU4,B002K9M8RC
20727,71,2414,A3H7NPNDMGLOU4,B005J7Y6GS
20729,85,2414,A3H7NPNDMGLOU4,B005GQKNL4
20732,105,2414,A3H7NPNDMGLOU4,B008DF54N2
20735,179,2414,A3H7NPNDMGLOU4,B004F9QBBY
20736,251,2414,A3H7NPNDMGLOU4,B003I5YFZA
20737,254,2414,A3H7NPNDMGLOU4,B0027CTFBO
20739,276,2414,A3H7NPNDMGLOU4,B005IVL0RS
20741,303,2414,A3H7NPNDMGLOU4,B005JYUK7K
20744,358,2414,A3H7NPNDMGLOU4,B000MFHX3U
20745,411,2414,A3H7NPNDMGLOU4,B00004Z5QO
20746,447,2414,A3H7NPNDMGLOU4,B003H04AEM
20747,487,2414,A3H7NPNDMGLOU4,B003FHBPRM
20748,490,2414,A3H7NPNDMGLOU4,B002NU5ND4
20750,545,2414,A3H7NPNDMGLOU4,B002M7VZXA
20754,875,2414,A3H7NPNDMGLOU4,B001RU18D0
20755,910,2414,A3H7NPNDMGLOU4,B003EM2G6M
20756,927,2414,A3H7NPNDMGLOU4,B005IMAKYG
20757,1055,2414,A3H7NPNDMGLOU4,B000J05GKA
20758,1218,2414,A3H7NPNDMGLOU4,B000YAUDSU
20759,1309,2414,A3H7NPNDMGLOU4,B0010Z3LGO
20760,1312,2414,A3H7NPNDMGLOU4,B003F0QLAU
20761,1499,2414,A3H7NPNDMGLOU4,B001167XXY
20762,1750,2414,A3H7NPNDMGLOU4,B00006IFFJ
20764,58,2479,A6BJCVLQ54ZYU,B000X8U4KU
20766,168,2479,A6BJCVLQ54ZYU,B002M7XXAI
20770,560,2479,A6BJCVLQ54ZYU,B00006IFKT
20774,271,3203,A2D7X9N3IV3S7B,B0006VQBTW
20775,381,3203,A2D7X9N3IV3S7B,B002M8EY82
20776,400,3203,A2D7X9N3IV3S7B,B004A912OU
20777,1237,3203,A2D7X9N3IV3S7B,B003CP11IU
20779,1612,3203,A2D7X9N3IV3S7B,B00FACLMPA
20781,28,287,A3D5B2CBFNJB0K,B004A91TE8
20782,32,287,A3D5B2CBFNJB0K,B002K9M8RC
20783,65,287,A3D5B2CBFNJB0K,B0085U9B7A
20784,75,287,A3D5B2CBFNJB0K,B002M7XXZ8
20785,113,287,A3D5B2CBFNJB0K,B00347A8GM
20788,254,287,A3D5B2CBFNJB0K,B0027CTFBO
20790,345,287,A3D5B2CBFNJB0K,B00331YTDM
20791,348,287,A3D5B2CBFNJB0K,B003FHF98S
20792,490,287,A3D5B2CBFNJB0K,B002NU5ND4
20794,616,287,A3D5B2CBFNJB0K,B001A3QCEY
20795,617,287,A3D5B2CBFNJB0K,B002R5ARNG
20796,736,287,A3D5B2CBFNJB0K,B003I869CY
20798,28,353,A3B620VGG3J6ZP,B004A91TE8
20800,94,353,A3B620VGG3J6ZP,B001DPSUUI
20801,103,353,A3B620VGG3J6ZP,B004O49F7M
20802,216,353,A3B620VGG3J6ZP,B009NSMN3W
20803,385,353,A3B620VGG3J6ZP,B004UMNN2G
20805,480,353,A3B620VGG3J6ZP,B004VJSEZ4
20806,627,353,A3B620VGG3J6ZP,B008CO4NCC
20808,1151,353,A3B620VGG3J6ZP,B002JFQKMG
20810,28,562,AUS5X6IMFLJBD,B004A91TE8
20813,76,562,AUS5X6IMFLJBD,B004I4E05U
20814,126,562,AUS5X6IMFLJBD,B00EO58Z5O
20815,138,562,AUS5X6IMFLJBD,B00CPXFEY2
20816,170,562,AUS5X6IMFLJBD,B005J7Y6HW
20818,211,562,AUS5X6IMFLJBD,B003O3F2R6
20819,252,562,AUS5X6IMFLJBD,B00AQDGNXE
20821,352,562,AUS5X6IMFLJBD,B004CRSLYE
20822,358,562,AUS5X6IMFLJBD,B000MFHX3U
20823,459,562,AUS5X6IMFLJBD,B00260S6LM
20824,473,562,AUS5X6IMFLJBD,B001PME0VM
20825,478,562,AUS5X6IMFLJBD,B00006L38R
20826,488,562,AUS5X6IMFLJBD,B004VJSG6G
20827,541,562,AUS5X6IMFLJBD,B005ETZIPE
20828,584,562,AUS5X6IMFLJBD,B004ZKXC2O
20829,675,562,AUS5X6IMFLJBD,B000NNXZ4C
20831,699,562,AUS5X6IMFLJBD,B004INGE4G
20834,760,562,AUS5X6IMFLJBD,B00006IBV3
20835,830,562,AUS5X6IMFLJBD,B000NHZ3IY
20836,890,562,AUS5X6IMFLJBD,B008DQXLA4
20837,910,562,AUS5X6IMFLJBD,B003EM2G6M
20838,983,562,AUS5X6IMFLJBD,B000EFQ5AK
20840,1151,562,AUS5X6IMFLJBD,B002JFQKMG
20841,1270,562,AUS5X6IMFLJBD,B001V9LQH0
20842,1404,562,AUS5X6IMFLJBD,B000GR80L8
20844,1541,562,AUS5X6IMFLJBD,B002TWEXXM
20845,1542,562,AUS5X6IMFLJBD,B000N71IPQ
20846,1543,562,AUS5X6IMFLJBD,B0088VSPKA
20847,1544,562,AUS5X6IMFLJBD,B00006IC8V
20848,1545,562,AUS5X6IMFLJBD,B000GZOCA8
20849,1546,562,AUS5X6IMFLJBD,B00D51931S
20850,1547,562,AUS5X6IMFLJBD,B004EYSMHG
20853,28,809,AFHYEO3Y1IIDD,B004A91TE8
20854,38,809,AFHYEO3Y1IIDD,B0006OF5MI
20855,125,809,AFHYEO3Y1IIDD,B003VQ8SCW
20857,161,809,AFHYEO3Y1IIDD,B00DGHO3NY
20858,162,809,AFHYEO3Y1IIDD,B008FYFXF0
20862,401,809,AFHYEO3Y1IIDD,B002JFR8Q8
20863,414,809,AFHYEO3Y1IIDD,B003OCW702
20864,456,809,AFHYEO3Y1IIDD,B001JQLHS8
20867,1007,809,AFHYEO3Y1IIDD,B0090J6CVI
20868,1120,809,AFHYEO3Y1IIDD,B0039MZZGK
20869,1184,809,AFHYEO3Y1IIDD,B003JFL1WY
20870,1286,809,AFHYEO3Y1IIDD,B00E3KP7HO
20872,1774,809,AFHYEO3Y1IIDD,B001DJDGXA
20873,28,852,A2K89R0B20LYHB,B004A91TE8
20874,102,852,A2K89R0B20LYHB,B005GZ2174
20875,295,852,A2K89R0B20LYHB,B002K9PIKG
20876,298,852,A2K89R0B20LYHB,B005LQDY92
20877,385,852,A2K89R0B20LYHB,B004UMNN2G
20879,441,852,A2K89R0B20LYHB,B002M835HI
20882,615,852,A2K89R0B20LYHB,B0012YXVGI
20883,663,852,A2K89R0B20LYHB,B000TINEFG
20884,735,852,A2K89R0B20LYHB,B002M3XCW6
20885,811,852,A2K89R0B20LYHB,B004M23XH4
20886,880,852,A2K89R0B20LYHB,B002ECFILI
20888,28,1000,A3IAU6ZPVF2R5K,B004A91TE8
20889,46,1000,A3IAU6ZPVF2R5K,B000WU4H5C
20890,96,1000,A3IAU6ZPVF2R5K,B001CE3AQY
20892,262,1000,A3IAU6ZPVF2R5K,B00A750ZHG
20893,426,1000,A3IAU6ZPVF2R5K,B00BQX5PYQ
20895,870,1000,A3IAU6ZPVF2R5K,B00G476UNE
20896,881,1000,A3IAU6ZPVF2R5K,B00EVPEO6Q
20897,898,1000,A3IAU6ZPVF2R5K,B004E1L29Y
20898,1073,1000,A3IAU6ZPVF2R5K,B00FA4MP5O
20900,1152,1000,A3IAU6ZPVF2R5K,B002VUCCNU
20901,1861,1000,A3IAU6ZPVF2R5K,B008CJ1M44
20902,1888,1000,A3IAU6ZPVF2R5K,B004FM768I
20903,28,1048,ASEYZYO85DOTA,B004A91TE8
20904,46,1048,ASEYZYO85DOTA,B000WU4H5C
20905,513,1048,ASEYZYO85DOTA,B00191PHL6
20907,661,1048,ASEYZYO85DOTA,B00006JNJ8
20908,967,1048,ASEYZYO85DOTA,B000OOYECC
20910,1829,1048,ASEYZYO85DOTA,B0010NL4BU
20911,28,1196,A2K1A96U617B4Z,B004A91TE8
20912,108,1196,A2K1A96U617B4Z,B0085IQ28I
20913,510,1196,A2K1A96U617B4Z,B00FW6RUIC
20916,780,1196,A2K1A96U617B4Z,B00GDDUP4Y
20918,28,1908,A1MBXP3NZM2BUO,B004A91TE8
20919,66,1908,A1MBXP3NZM2BUO,B00FZ909DE
20924,378,1908,A1MBXP3NZM2BUO,B00D7NYF62
20925,496,1908,A1MBXP3NZM2BUO,B0000AQO8F
20927,849,1908,A1MBXP3NZM2BUO,B0002LCUZ0
20928,996,1908,A1MBXP3NZM2BUO,B0091Y07Y0
20930,1166,1908,A1MBXP3NZM2BUO,B009SM8EFO
20931,1292,1908,A1MBXP3NZM2BUO,B00006IC3U
20932,28,3138,A3LLJTKU4USS6O,B004A91TE8
20934,94,3138,A3LLJTKU4USS6O,B001DPSUUI
20937,154,3138,A3LLJTKU4USS6O,B00FZ8ZRKU
20938,179,3138,A3LLJTKU4USS6O,B004F9QBBY
20939,214,3138,A3LLJTKU4USS6O,B00AKWLSO0
20940,480,3138,A3LLJTKU4USS6O,B004VJSEZ4
20941,652,3138,A3LLJTKU4USS6O,B009ZMOPA0
20942,1395,3138,A3LLJTKU4USS6O,B009ZMWHIC
20943,28,3424,A2GH8LYNLQSE3F,B004A91TE8
20944,53,3424,A2GH8LYNLQSE3F,B0039N3QFQ
20945,93,3424,A2GH8LYNLQSE3F,B004ZDL1CO
20946,128,3424,A2GH8LYNLQSE3F,B00BWN6X78
20947,166,3424,A2GH8LYNLQSE3F,B005O55TDO
20949,593,3424,A2GH8LYNLQSE3F,B004VJSG3E
20951,1163,3424,A2GH8LYNLQSE3F,B0012CJR40
20956,262,72,A35W3JQYP0M655,B00A750ZHG
20957,323,72,A35W3JQYP0M655,B00006IFKW
20958,420,72,A35W3JQYP0M655,B0050BPX10
20959,464,72,A35W3JQYP0M655,B003YGZIY0
20960,465,72,A35W3JQYP0M655,B004HO58VG
20961,466,72,A35W3JQYP0M655,B00347A8GC
20966,270,294,A3IF2RRR8R84BV,B00006IF1F
20967,374,294,A3IF2RRR8R84BV,B000FHFKGW
20968,960,294,A3IF2RRR8R84BV,B004VJSFG2
20969,965,294,A3IF2RRR8R84BV,B002L6RB80
20970,1138,294,A3IF2RRR8R84BV,B001AZ55NQ
20973,68,3189,AT53ZTTO707MB,B00006IF2B
20974,108,3189,AT53ZTTO707MB,B0085IQ28I
20975,112,3189,AT53ZTTO707MB,B0085IPZGS
20978,151,3189,AT53ZTTO707MB,B00E5JUEF8
20979,216,3189,AT53ZTTO707MB,B009NSMN3W
20980,217,3189,AT53ZTTO707MB,B00AQ2AGRY
20982,375,3189,AT53ZTTO707MB,B0085IPYO6
20983,422,3189,AT53ZTTO707MB,B004U9TEEA
20984,471,3189,AT53ZTTO707MB,B00AHV7MIU
20985,479,3189,AT53ZTTO707MB,B00G4TYP48
20987,559,3189,AT53ZTTO707MB,B00CO8KZHY
20988,654,3189,AT53ZTTO707MB,B004NNEGWS
20989,706,3189,AT53ZTTO707MB,B005IIR8HM
20990,856,3189,AT53ZTTO707MB,B00G4TYP5W
20992,1011,3189,AT53ZTTO707MB,B00CPXCVIO
20994,29,65,A33HIV8RXRDM88,B0013CF4CS
20996,86,65,A33HIV8RXRDM88,B0095F5BBO
20997,149,65,A33HIV8RXRDM88,B000ZHB2HS
20998,342,65,A33HIV8RXRDM88,B000A0OFXS
20999,425,65,A33HIV8RXRDM88,B00CIDQ470
21000,426,65,A33HIV8RXRDM88,B00BQX5PYQ
21001,427,65,A33HIV8RXRDM88,B002M7U04U
21002,428,65,A33HIV8RXRDM88,B005OKRKRW
21003,429,65,A33HIV8RXRDM88,B009BUDNJA
21004,430,65,A33HIV8RXRDM88,B000LYA8UW
21007,29,169,AJ6H9ZV7TJUUT,B0013CF4CS
21008,98,169,AJ6H9ZV7TJUUT,B00CLV8ZIU
21012,345,169,AJ6H9ZV7TJUUT,B00331YTDM
21013,416,169,AJ6H9ZV7TJUUT,B0046TPX3K
21014,446,169,AJ6H9ZV7TJUUT,B0018179YU
21016,489,169,AJ6H9ZV7TJUUT,B004EQEB8S
21017,584,169,AJ6H9ZV7TJUUT,B004ZKXC2O
21019,779,169,AJ6H9ZV7TJUUT,B0039N7EOA
21020,839,169,AJ6H9ZV7TJUUT,B00006IATH
21021,850,169,AJ6H9ZV7TJUUT,B006Y834NC
21022,851,169,AJ6H9ZV7TJUUT,B003EIGJ96
21023,852,169,AJ6H9ZV7TJUUT,B001PME1JI
21025,29,219,A23E9ZPS2RQZS0,B0013CF4CS
21027,125,219,A23E9ZPS2RQZS0,B003VQ8SCW
21028,227,219,A23E9ZPS2RQZS0,B0009F3P3U
21029,324,219,A23E9ZPS2RQZS0,B002ECFIDG
21032,560,219,A23E9ZPS2RQZS0,B00006IFKT
21033,975,219,A23E9ZPS2RQZS0,B004JXHTDK
21034,976,219,A23E9ZPS2RQZS0,B005GSYNRM
21035,29,329,A1OZA52DFY3SHD,B0013CF4CS
21037,213,329,A1OZA52DFY3SHD,B00CWZHA6S
21038,349,329,A1OZA52DFY3SHD,B00FW6RS48
21039,395,329,A1OZA52DFY3SHD,B007XPBW4I
21040,542,329,A1OZA52DFY3SHD,B006K0PAM2
21042,705,329,A1OZA52DFY3SHD,B00BXCDOAM
21046,29,456,A25UZ7MA72SMKM,B0013CF4CS
21047,259,456,A25UZ7MA72SMKM,B00BEYXGNY
21048,262,456,A25UZ7MA72SMKM,B00A750ZHG
21052,728,456,A25UZ7MA72SMKM,B00D46117S
21053,1019,456,A25UZ7MA72SMKM,B009KBLYEG
21054,1423,456,A25UZ7MA72SMKM,B0006BAFCG
21056,29,1044,A1IZJVLNMFACS6,B0013CF4CS
21057,98,1044,A1IZJVLNMFACS6,B00CLV8ZIU
21059,108,1044,A1IZJVLNMFACS6,B0085IQ28I
21060,131,1044,A1IZJVLNMFACS6,B007XPBW2K
21061,134,1044,A1IZJVLNMFACS6,B0060J6AN6
21062,140,1044,A1IZJVLNMFACS6,B00AQ2C21C
21064,225,1044,A1IZJVLNMFACS6,B004GEC2L6
21065,326,1044,A1IZJVLNMFACS6,B002V3SSBW
21067,378,1044,A1IZJVLNMFACS6,B00D7NYF62
21068,381,1044,A1IZJVLNMFACS6,B002M8EY82
21069,395,1044,A1IZJVLNMFACS6,B007XPBW4I
21072,458,1044,A1IZJVLNMFACS6,B002MPPB82
21073,484,1044,A1IZJVLNMFACS6,B000J07BRQ
21074,496,1044,A1IZJVLNMFACS6,B0000AQO8F
21076,665,1044,A1IZJVLNMFACS6,B003L20OZ0
21078,728,1044,A1IZJVLNMFACS6,B00D46117S
21079,838,1044,A1IZJVLNMFACS6,B00D4613Y4
21080,859,1044,A1IZJVLNMFACS6,B0064VZD06
21082,979,1044,A1IZJVLNMFACS6,B000JIJTM8
21086,1286,1044,A1IZJVLNMFACS6,B00E3KP7HO
21087,1482,1044,A1IZJVLNMFACS6,B001B0DCOO
21089,1888,1044,A1IZJVLNMFACS6,B004FM768I
21090,29,1106,AZ515FFZ7I2P7,B0013CF4CS
21091,64,1106,AZ515FFZ7I2P7,B00006IBV7
21092,83,1106,AZ515FFZ7I2P7,B002JG0BZM
21093,219,1106,AZ515FFZ7I2P7,B002E3AI0I
21094,237,1106,AZ515FFZ7I2P7,B003QTD4Y6
21095,279,1106,AZ515FFZ7I2P7,B0091Y07XG
21101,29,1237,AL5OEDM8TPTKV,B0013CF4CS
21103,400,1237,AL5OEDM8TPTKV,B004A912OU
21105,706,1237,AL5OEDM8TPTKV,B005IIR8HM
21106,729,1237,AL5OEDM8TPTKV,B00FW6RMF8
21107,29,1846,A221AYJCX6Y5WB,B0013CF4CS
21108,45,1846,A221AYJCX6Y5WB,B0091UBCAW
21110,62,1846,A221AYJCX6Y5WB,B00EU9V588
21111,149,1846,A221AYJCX6Y5WB,B000ZHB2HS
21114,284,1846,A221AYJCX6Y5WB,B00814JRJM
21115,557,1846,A221AYJCX6Y5WB,B002M8CTFC
21116,734,1846,A221AYJCX6Y5WB,B00AWHS7YC
21120,29,2113,A57Q87B0TC9IJ,B0013CF4CS
21121,47,2113,A57Q87B0TC9IJ,B005IVL0SC
21123,269,2113,A57Q87B0TC9IJ,B003MVPQN0
21124,281,2113,A57Q87B0TC9IJ,B003XDU8PI
21126,663,2113,A57Q87B0TC9IJ,B000TINEFG
21127,868,2113,A57Q87B0TC9IJ,B000E27UIE
21128,1152,2113,A57Q87B0TC9IJ,B002VUCCNU
21130,29,2166,A3AYSYSLHU26U9,B0013CF4CS
21131,135,2166,A3AYSYSLHU26U9,B001IYU0O8
21133,257,2166,A3AYSYSLHU26U9,B001CQ8ER2
21135,473,2166,A3AYSYSLHU26U9,B001PME0VM
21137,822,2166,A3AYSYSLHU26U9,B00D3RDVY4
21139,1003,2166,A3AYSYSLHU26U9,B002HREI0C
21140,1195,2166,A3AYSYSLHU26U9,B003P2UM1W
21141,1399,2166,A3AYSYSLHU26U9,B001BJKO3M
21142,1419,2166,A3AYSYSLHU26U9,B002OOBGW6
21143,1909,2166,A3AYSYSLHU26U9,B00006JNU2
21145,29,2696,A28CCN6VYHRUKS,B0013CF4CS
21146,176,2696,A28CCN6VYHRUKS,B002R5AENE
21147,219,2696,A28CCN6VYHRUKS,B002E3AI0I
21149,305,2696,A28CCN6VYHRUKS,B001BLVGGY
21150,457,2696,A28CCN6VYHRUKS,B004FY6VSC
21151,643,2696,A28CCN6VYHRUKS,B0033UU1J4
21152,29,3180,A3GFK7F5IUF60X,B0013CF4CS
21154,200,3180,A3GFK7F5IUF60X,B00004Z69W
21155,327,3180,A3GFK7F5IUF60X,B001CQDOMM
21156,404,3180,A3GFK7F5IUF60X,B002M7W19C
21157,447,3180,A3GFK7F5IUF60X,B003H04AEM
21158,542,3180,A3GFK7F5IUF60X,B006K0PAM2
21161,1884,3180,A3GFK7F5IUF60X,B000QWCPZK
21164,67,379,A3CNM18PWKI1Z9,B0013CJC1M
21165,171,379,A3CNM18PWKI1Z9,B008587M7I
21166,288,379,A3CNM18PWKI1Z9,B0013CM584
21167,467,379,A3CNM18PWKI1Z9,B004NBFKLG
21168,476,379,A3CNM18PWKI1Z9,B004W6JOQO
21169,559,379,A3CNM18PWKI1Z9,B00CO8KZHY
21170,735,379,A3CNM18PWKI1Z9,B002M3XCW6
21171,736,379,A3CNM18PWKI1Z9,B003I869CY
21173,811,379,A3CNM18PWKI1Z9,B004M23XH4
21174,1007,379,A3CNM18PWKI1Z9,B0090J6CVI
21175,1078,379,A3CNM18PWKI1Z9,B0000AQONK
21176,1282,379,A3CNM18PWKI1Z9,B008HSJ08K
21177,1283,379,A3CNM18PWKI1Z9,B001PMJXYG
21179,511,754,ANTGGAQYPSWHF,B00DY1HTTM
21180,575,754,ANTGGAQYPSWHF,B005IVL0ZK
21181,902,754,ANTGGAQYPSWHF,B009NSGO3M
21182,963,754,ANTGGAQYPSWHF,B003YCOL60
21183,1228,754,ANTGGAQYPSWHF,B003SLC3IU
21186,132,1158,AJ9AE2BVND0GS,B001BM2M8Y
21189,559,1158,AJ9AE2BVND0GS,B00CO8KZHY
21191,1035,1158,AJ9AE2BVND0GS,B001UQ6E58
21193,1081,1158,AJ9AE2BVND0GS,B0013C7K1Q
21194,1614,1158,AJ9AE2BVND0GS,B002744YQS
21196,44,1758,A3TNM3C9ENUCFW,B005HFJFK4
21197,96,1758,A3TNM3C9ENUCFW,B001CE3AQY
21201,308,1758,A3TNM3C9ENUCFW,B00A750ZC6
21202,342,1758,A3TNM3C9ENUCFW,B000A0OFXS
21203,348,1758,A3TNM3C9ENUCFW,B003FHF98S
21204,456,1758,A3TNM3C9ENUCFW,B001JQLHS8
21205,494,1758,A3TNM3C9ENUCFW,B004H3XKR6
21206,495,1758,A3TNM3C9ENUCFW,B0095F5BCS
21207,614,1758,A3TNM3C9ENUCFW,B002R5ARLI
21208,664,1758,A3TNM3C9ENUCFW,B005IIR8H2
21209,843,1758,A3TNM3C9ENUCFW,B006I2H0HU
21213,77,2795,A3PD8JD9L4WEII,B005NJRMR2
21214,268,2795,A3PD8JD9L4WEII,B00DY1HTU6
21215,295,2795,A3PD8JD9L4WEII,B002K9PIKG
21217,476,2795,A3PD8JD9L4WEII,B004W6JOQO
21221,652,2795,A3PD8JD9L4WEII,B009ZMOPA0
21222,819,2795,A3PD8JD9L4WEII,B0046TRL0I
21223,1111,2795,A3PD8JD9L4WEII,B001MS6ROW
21224,1146,2795,A3PD8JD9L4WEII,B003JTHMR8
21225,1159,2795,A3PD8JD9L4WEII,B000E25X92
21227,1167,2795,A3PD8JD9L4WEII,B0015TRJCM
21228,1215,2795,A3PD8JD9L4WEII,B0017DF9U0
21230,1914,2795,A3PD8JD9L4WEII,B004EYSMHQ
21232,30,39,A3A8FMW6BDJ166,B004NNEI94
21233,134,39,A3A8FMW6BDJ166,B0060J6AN6
21235,287,39,A3A8FMW6BDJ166,B004YGBIVQ
21236,288,39,A3A8FMW6BDJ166,B0013CM584
21237,289,39,A3A8FMW6BDJ166,B0067Y5N46
21238,30,339,A17AHTCKJ4SUT0,B004NNEI94
21239,42,339,A17AHTCKJ4SUT0,B00G411O8G
21241,139,339,A17AHTCKJ4SUT0,B003IBHM40
21244,388,339,A17AHTCKJ4SUT0,B002K9KEKK
21245,671,339,A17AHTCKJ4SUT0,B00507NEBA
